pygame 2.1.2 (SDL 2.0.16, Python 3.10.1)
Hello from the pygame community. https://www.pygame.org/contribute.html
         22504898 function calls (22498220 primitive calls) in 20.993 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
       13    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.006    0.006 pyparsing.py:5399(pyparsing_common)
        3    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       18    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        3    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.001    0.001 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
      107    0.000    0.000    0.000    0.000 re.py:187(match)
      107    0.000    0.000    0.001    0.000 re.py:202(sub)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
       91    0.000    0.000    0.033    0.000 re.py:249(compile)
        5    0.000    0.000    0.000    0.000 re.py:269(escape)
      319    0.001    0.000    0.033    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:224(record)
        1    0.000    0.000    0.000    0.000 records.py:309(recarray)
        1    0.000    0.000    0.000    0.000 records.py:88(format_parser)
        1    0.000    0.000    0.025    0.025 requirements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:200(__enter__)
        1    0.000    0.000    0.000    0.000 selectors.py:203(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        4    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:210(__init__)
        4    0.000    0.000    0.000    0.000 selectors.py:216(_fileobj_lookup)
        2    0.000    0.000    0.000    0.000 selectors.py:235(register)
        2    0.000    0.000    0.000    0.000 selectors.py:248(unregister)
        1    0.000    0.000    0.000    0.000 selectors.py:269(close)
       27    0.000    0.000    0.000    0.000 selectors.py:273(get_map)
       27    0.000    0.000    0.000    0.000 selectors.py:276(_key_from_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:348(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:352(register)
        2    0.000    0.000    0.000    0.000 selectors.py:366(unregister)
       26    0.000    0.000    0.012    0.000 selectors.py:403(select)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:64(__init__)
       27    0.000    0.000    0.000    0.000 selectors.py:67(__len__)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 settings.py:1(<module>)
        2    0.000    0.000    0.008    0.004 shape_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 sndarray.py:1(<module>)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
      370    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      371    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      372    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      373    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.007    0.007 specifiers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.001    0.001 specifiers.py:263(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.006    0.006 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.002    0.002 sprite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:1038(LayeredDirty)
     2001    0.003    0.000    0.013    0.000 sprite.py:113(__init__)
2619/2001    0.006    0.000    0.010    0.000 sprite.py:118(add)
        1    0.000    0.000    0.000    0.000 sprite.py:1364(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1453(collide_rect_ratio)
     2633    0.001    0.000    0.001    0.000 sprite.py:154(add_internal)
        1    0.000    0.000    0.000    0.000 sprite.py:1554(collide_circle_ratio)
     1362    0.001    0.000    0.001    0.000 sprite.py:162(remove_internal)
  6414458    3.196    0.000    4.165    0.000 sprite.py:1633(collide_mask)
  1225544    0.064    0.000    0.064    0.000 sprite.py:170(update)
     3992    0.008    0.000    0.016    0.000 sprite.py:1749(spritecollideany)
       15    0.000    0.000    0.000    0.000 sprite.py:184(kill)
     3992    0.002    0.000    0.003    0.000 sprite.py:209(alive)
        1    0.000    0.000    0.000    0.000 sprite.py:250(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:346(AbstractGroup)
        5    0.000    0.000    0.000    0.000 sprite.py:361(__init__)
    22427    0.071    0.000    0.071    0.000 sprite.py:365(sprites)
     2633    0.001    0.000    0.001    0.000 sprite.py:378(add_internal)
     1388    0.001    0.000    0.001    0.000 sprite.py:391(remove_internal)
     1362    0.001    0.000    0.001    0.000 sprite.py:402(has_internal)
    16439    0.010    0.000    0.061    0.000 sprite.py:423(__iter__)
        5    0.000    0.000    0.000    0.000 sprite.py:429(add)
     1362    0.004    0.000    0.007    0.000 sprite.py:464(remove)
     3992    0.335    0.000    6.647    0.002 sprite.py:529(update)
     1996    0.012    0.000    0.071    0.000 sprite.py:541(draw)
     8613    0.003    0.000    0.003    0.000 sprite.py:552(<genexpr>)
        1    0.000    0.000    0.000    0.000 sprite.py:618(Group)
        5    0.000    0.000    0.000    0.000 sprite.py:638(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:647(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:677(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:705(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:98(Sprite)
        1    0.000    0.000    0.000    0.000 sprites.py:1(<module>)
      618    0.001    0.000    0.011    0.000 sprites.py:10(__init__)
        1    0.000    0.000    0.000    0.000 sprites.py:29(Wall)
      614    0.001    0.000    0.011    0.000 sprites.py:30(__init__)
        1    0.000    0.000    0.000    0.000 sprites.py:40(FuelTank)
        4    0.000    0.000    0.000    0.000 sprites.py:41(__init__)
     4621    0.014    0.000    0.065    0.000 sprites.py:54(update)
        1    0.000    0.000    0.000    0.000 sprites.py:64(Scoreboard)
        1    0.000    0.000    0.000    0.000 sprites.py:65(__init__)
     1996    0.002    0.000    0.022    0.000 sprites.py:72(update)
        2    0.000    0.000    0.000    0.000 sprites.py:87(give_point)
        1    0.000    0.000    0.000    0.000 sprites.py:9(MayhemSprite)
      344    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      344    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       50    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       50    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      377    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      184    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
   116/88    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       68    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       91    0.000    0.000    0.002    0.000 sre_compile.py:536(_compile_info)
      182    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       91    0.000    0.000    0.010    0.000 sre_compile.py:598(_code)
      197    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   828/91    0.003    0.000    0.008    0.000 sre_compile.py:71(_compile)
       91    0.000    0.000    0.032    0.000 sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      921    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1882    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     5608    0.001    0.000    0.002    0.000 sre_parse.py:164(__getitem__)
      410    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1406    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
  972/244    0.001    0.000    0.002    0.000 sre_parse.py:174(getwidth)
       91    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    13216    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
     2828    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
    11814    0.002    0.000    0.006    0.000 sre_parse.py:254(get)
       39    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       63    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1208    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      158    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      190    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      238    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
   340/91    0.001    0.000    0.021    0.000 sre_parse.py:435(_parse_sub)
   489/95    0.008    0.000    0.021    0.000 sre_parse.py:493(_parse)
       91    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      483    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      145    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       91    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       91    0.000    0.000    0.022    0.000 sre_parse.py:937(parse)
      145    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1060(__del__)
        1    0.000    0.000    0.013    0.013 subprocess.py:1105(communicate)
       28    0.000    0.000    0.000    0.000 subprocess.py:1179(_remaining_time)
       26    0.000    0.000    0.000    0.000 subprocess.py:1187(_check_timeout)
        2    0.000    0.000    0.000    0.000 subprocess.py:1199(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1222(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:1583(_get_handles)
        1    0.000    0.000    0.000    0.000 subprocess.py:1682(_execute_child)
        1    0.000    0.000    0.000    0.000 subprocess.py:1846(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 subprocess.py:1858(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1893(_try_wait)
        2    0.000    0.000    0.000    0.000 subprocess.py:1906(_wait)
        1    0.000    0.000    0.013    0.013 subprocess.py:1947(_communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:2049(_save_input)
        1    0.000    0.000    0.000    0.000 subprocess.py:246(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:697(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:753(__init__)
        1    0.000    0.000    0.178    0.178 surfarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:140(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:178(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:670(get_platform)
        1    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.003    0.003 sysfont.py:1(<module>)
        1    0.000    0.000    0.023    0.023 sysfont.py:229(initsysfonts_unix)
      914    0.001    0.000    0.010    0.000 sysfont.py:266(_parse_font_entry_unix)
        1    0.000    0.000    0.000    0.000 sysfont.py:289(create_aliases)
        1    0.000    0.000    0.023    0.023 sysfont.py:360(initsysfonts)
        1    0.000    0.000    0.000    0.000 sysfont.py:37(toascii)
      848    0.000    0.000    0.006    0.000 sysfont.py:48(_simplename)
        1    0.000    0.000    0.023    0.023 sysfont.py:491(match_font)
    11075    0.003    0.000    0.004    0.000 sysfont.py:51(<genexpr>)
      847    0.000    0.000    0.000    0.000 sysfont.py:54(_addfont)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:638(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:782(TemporaryDirectory)
        1    0.000    0.000    0.023    0.023 text.py:1(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1176(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1294(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1347(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1377(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1379(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1398(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:382(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:403(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:486(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:527(Event)
        1    0.000    0.000    0.000    0.000 threading.py:538(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:561(set)
        1    0.000    0.000    0.000    0.000 threading.py:615(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:769(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:793(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:803(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:809(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:820(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:972(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:976(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       26    0.000    0.000    0.001    0.000 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
       78    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       26    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
      104    0.000    0.000    0.001    0.000 traceback.py:301(line)
      104    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
       26    0.000    0.000    0.001    0.000 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       51    0.000    0.000    0.000    0.000 types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
     4621    0.004    0.000    0.004    0.000 util.py:41(map_val)
        3    0.000    0.000    0.005    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 vector.py:1(<module>)
        3    0.000    0.000    0.003    0.001 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
      366    0.000    0.000    0.005    0.000 version.py:107(__init__)
     2998    0.002    0.000    0.002    0.000 version.py:187(_parse_version_parts)
      366    0.002    0.000    0.005    0.000 version.py:205(_legacy_cmpkey)
        1    0.000    0.000    0.002    0.002 version.py:267(Version)
      570    0.001    0.000    0.004    0.000 version.py:271(__init__)
      800    0.000    0.000    0.000    0.000 version.py:282(<genexpr>)
      102    0.000    0.000    0.001    0.000 version.py:305(__str__)
      400    0.000    0.000    0.000    0.000 version.py:314(<genexpr>)
      102    0.000    0.000    0.000    0.000 version.py:334(epoch)
      102    0.000    0.000    0.000    0.000 version.py:340(release)
      102    0.000    0.000    0.000    0.000 version.py:346(pre)
        1    0.000    0.000    0.000    0.000 version.py:35(SoftwareVersion)
      102    0.000    0.000    0.000    0.000 version.py:352(post)
      102    0.000    0.000    0.000    0.000 version.py:357(dev)
      102    0.000    0.000    0.000    0.000 version.py:362(local)
        2    0.000    0.000    0.000    0.000 version.py:42(__new__)
      612    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
      204    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
      204    0.000    0.000    0.000    0.000 version.py:474(_cmpkey)
      468    0.000    0.000    0.007    0.000 version.py:48(parse)
      292    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:56(PygameVersion)
        1    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:61(SDLVersion)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
      356    0.000    0.000    0.000    0.000 version.py:74(__lt__)
      356    0.000    0.000    0.000    0.000 version.py:76(<lambda>)
      936    0.000    0.000    0.001    0.000 version.py:82(__eq__)
      936    0.000    0.000    0.000    0.000 version.py:84(<lambda>)
     1292    0.000    0.000    0.001    0.000 version.py:98(_compare)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
       34    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       38    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       33    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       33    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       33    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1103(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1181(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1933(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2160(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2228(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:716(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:754(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:774(ZipExtFile)
     1491    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x55774da6b4a0}
       36    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    31/15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       33    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      185    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1796    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    63/60    0.045    0.001    0.049    0.001 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    63/53    0.001    0.000    0.009    0.000 {built-in method _imp.exec_dynamic}
       88    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      263    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1796    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
